clip_id,group_idx,clip_name,event_type,mp4_path,label
6ZIJp6HI,2,IM_2,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/6ZIJp6HI/important-moments/2/IM_2.mp4,important
OziK3ff0,1,IM_1,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/1/IM_1.mp4,important
pU7DyBbB,1,IM_3,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/pU7DyBbB/important-moments/1/IM_3.mp4,important
xx6GTsEM,2,IM_13,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/xx6GTsEM/important-moments/2/IM_13.mp4,important
nsbnKlSp,1,IM_2,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/nsbnKlSp/important-moments/1/IM_2.mp4,important
ChTFpiaS,2,IM_11,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/ChTFpiaS/important-moments/2/IM_11.mp4,important
bBW7eQ6s,1,IM_4,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/bBW7eQ6s/important-moments/1/IM_4.mp4,important
r9gYBR53,1,IM_2,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/r9gYBR53/important-moments/1/IM_2.mp4,important
ABcIbvu8,1,IM_1,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/ABcIbvu8/important-moments/1/IM_1.mp4,important
IwW928Oa,2,IM_15,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/IwW928Oa/important-moments/2/IM_15.mp4,important
Ov5idmCk,1,IM_5,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/Ov5idmCk/important-moments/1/IM_5.mp4,important
KIMzryr9,2,IM_8,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/KIMzryr9/important-moments/2/IM_8.mp4,important
4rxwHJn7,2,IM_9,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/4rxwHJn7/important-moments/2/IM_9.mp4,important
ABcIbvu8,2,IM_9,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/ABcIbvu8/important-moments/2/IM_9.mp4,important
0jJj5Mme,1,IM_9,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/0jJj5Mme/important-moments/1/IM_9.mp4,important
ABcIbvu8,2,IM_7,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/ABcIbvu8/important-moments/2/IM_7.mp4,important
xx6GTsEM,1,IM_6,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/xx6GTsEM/important-moments/1/IM_6.mp4,important
r9gYBR53,1,IM_10,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/r9gYBR53/important-moments/1/IM_10.mp4,important
lCaoR3AE,2,IM_13,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/lCaoR3AE/important-moments/2/IM_13.mp4,important
86u5kz2f,2,IM_11,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/86u5kz2f/important-moments/2/IM_11.mp4,important
xx6GTsEM,1,IM_2,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/xx6GTsEM/important-moments/1/IM_2.mp4,important
0jJj5Mme,1,IM_1,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/0jJj5Mme/important-moments/1/IM_1.mp4,important
G6wyC3XE,1,IM_5,GOAL,/home/eboccaletti/thesis_project/data/MOMENTS/G6wyC3XE/important-moments/1/IM_5.mp4,important
Q3ZH0ngC,2,IM_6,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/Q3ZH0ngC/important-moments/2/IM_6.mp4,important
E5X6KOII,2,IM_4,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/E5X6KOII/important-moments/2/IM_4.mp4,important
ULTDmEW6,2,IM_6,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/2/IM_6.mp4,important
UBdITpNb,1,IM_7,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/UBdITpNb/important-moments/1/IM_7.mp4,important
G6wyC3XE,2,IM_1,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/G6wyC3XE/important-moments/2/IM_1.mp4,important
bks0kqIh,2,IM_1,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/bks0kqIh/important-moments/2/IM_1.mp4,important
tE2Jn2J8,2,IM_1,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/tE2Jn2J8/important-moments/2/IM_1.mp4,important
UcZVYDFH,1,IM_9,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_9.mp4,important
6LXKpLWN,2,IM_1,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/6LXKpLWN/important-moments/2/IM_1.mp4,important
8rg3jFcJ,2,IM_3,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/8rg3jFcJ/important-moments/2/IM_3.mp4,important
IF9NUtVr,1,IM_4,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/IF9NUtVr/important-moments/1/IM_4.mp4,important
l0uNkr78,2,IM_10,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/l0uNkr78/important-moments/2/IM_10.mp4,important
0rkvoaKm,2,IM_16,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/0rkvoaKm/important-moments/2/IM_16.mp4,important
06FNvY2s,2,IM_6,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/06FNvY2s/important-moments/2/IM_6.mp4,important
xpER1kZQ,1,IM_5,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/xpER1kZQ/important-moments/1/IM_5.mp4,important
6w99xiq5,2,IM_3,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/6w99xiq5/important-moments/2/IM_3.mp4,important
6w99xiq5,1,IM_2,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/6w99xiq5/important-moments/1/IM_2.mp4,important
xx6GTsEM,1,IM_2,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/xx6GTsEM/important-moments/1/IM_2.mp4,important
nsbnKlSp,2,IM_3,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/nsbnKlSp/important-moments/2/IM_3.mp4,important
p2XBlEqT,2,IM_9,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/p2XBlEqT/important-moments/2/IM_9.mp4,important
Q3ZH0ngC,2,IM_7,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/Q3ZH0ngC/important-moments/2/IM_7.mp4,important
4rxwHJn7,1,IM_4,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/4rxwHJn7/important-moments/1/IM_4.mp4,important
pOf6Wnwt,2,IM_10,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/pOf6Wnwt/important-moments/2/IM_10.mp4,important
vXz1jGnl,2,IM_3,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/vXz1jGnl/important-moments/2/IM_3.mp4,important
xlO2e2Ra,2,IM_6,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/xlO2e2Ra/important-moments/2/IM_6.mp4,important
06FNvY2s,2,IM_1,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/06FNvY2s/important-moments/2/IM_1.mp4,important
r9gYBR53,2,IM_4,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/r9gYBR53/important-moments/2/IM_4.mp4,important
xx6GTsEM,1,IM_1,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/xx6GTsEM/important-moments/1/IM_1.mp4,important
pl6mcTdq,1,IM_2,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/pl6mcTdq/important-moments/1/IM_2.mp4,important
OtQpc975,1,IM_3,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/1/IM_3.mp4,important
ChTFpiaS,2,IM_7,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/ChTFpiaS/important-moments/2/IM_7.mp4,important
x2i73QnS,2,IM_5,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/x2i73QnS/important-moments/2/IM_5.mp4,important
UcZVYDFH,1,IM_15,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_15.mp4,important
UBdITpNb,2,IM_6,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/UBdITpNb/important-moments/2/IM_6.mp4,important
G6wyC3XE,2,IM_4,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/G6wyC3XE/important-moments/2/IM_4.mp4,important
ABcIbvu8,2,IM_1,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/ABcIbvu8/important-moments/2/IM_1.mp4,important
x2i73QnS,2,IM_4,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/x2i73QnS/important-moments/2/IM_4.mp4,important
vXz1jGnl,2,IM_2,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/vXz1jGnl/important-moments/2/IM_2.mp4,important
OtQpc975,2,IM_9,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/2/IM_9.mp4,important
OtQpc975,1,IM_6,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/1/IM_6.mp4,important
8S0QVm38,1,IM_2,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/8S0QVm38/important-moments/1/IM_2.mp4,important
OtQpc975,1,IM_2,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/1/IM_2.mp4,important
4rxwHJn7,2,IM_1,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/4rxwHJn7/important-moments/2/IM_1.mp4,important
4rxwHJn7,2,IM_2,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/4rxwHJn7/important-moments/2/IM_2.mp4,important
G6wyC3XE,1,IM_3,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/G6wyC3XE/important-moments/1/IM_3.mp4,important
8S0QVm38,2,IM_2,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/8S0QVm38/important-moments/2/IM_2.mp4,important
UBdITpNb,2,IM_5,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/UBdITpNb/important-moments/2/IM_5.mp4,important
Yo4Xirtq,2,IM_3,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/Yo4Xirtq/important-moments/2/IM_3.mp4,important
rs1thcel,1,IM_7,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/rs1thcel/important-moments/1/IM_7.mp4,important
OW4kbPoI,1,IM_3,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/OW4kbPoI/important-moments/1/IM_3.mp4,important
G6wyC3XE,2,IM_5,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/G6wyC3XE/important-moments/2/IM_5.mp4,important
8S0QVm38,1,IM_6,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/8S0QVm38/important-moments/1/IM_6.mp4,important
reYzH7wg,1,IM_2,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/reYzH7wg/important-moments/1/IM_2.mp4,important
OW4kbPoI,2,IM_3,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/OW4kbPoI/important-moments/2/IM_3.mp4,important
bZhxz4I5,1,IM_3,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/bZhxz4I5/important-moments/1/IM_3.mp4,important
G6wyC3XE,2,NIM_2,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/G6wyC3XE/non-important-moments/2/NIM_2.mp4,not_important
0jJj5Mme,2,NIM_9,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/0jJj5Mme/non-important-moments/2/NIM_9.mp4,not_important
W0KvTtjG,1,NIM_7,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/W0KvTtjG/non-important-moments/1/NIM_7.mp4,not_important
xpER1kZQ,2,NIM_10,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/xpER1kZQ/non-important-moments/2/NIM_10.mp4,not_important
EPk1kLq4,2,NIM_1,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/EPk1kLq4/non-important-moments/2/NIM_1.mp4,not_important
rs1thcel,2,NIM_4,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/rs1thcel/non-important-moments/2/NIM_4.mp4,not_important
vVcWSKae,2,NIM_4,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/vVcWSKae/non-important-moments/2/NIM_4.mp4,not_important
KMdvNjmo,1,NIM_5,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/KMdvNjmo/non-important-moments/1/NIM_5.mp4,not_important
OtQpc975,1,NIM_7,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/non-important-moments/1/NIM_7.mp4,not_important
KMdvNjmo,1,NIM_6,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/KMdvNjmo/non-important-moments/1/NIM_6.mp4,not_important
6uUbMpl6,2,NIM_2,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/6uUbMpl6/non-important-moments/2/NIM_2.mp4,not_important
OtQpc975,1,NIM_6,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/non-important-moments/1/NIM_6.mp4,not_important
tE2Jn2J8,2,NIM_14,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/tE2Jn2J8/non-important-moments/2/NIM_14.mp4,not_important
ULTDmEW6,2,NIM_1,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/non-important-moments/2/NIM_1.mp4,not_important
pOf6Wnwt,2,NIM_13,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/pOf6Wnwt/non-important-moments/2/NIM_13.mp4,not_important
Yo4Xirtq,2,NIM_9,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/Yo4Xirtq/non-important-moments/2/NIM_9.mp4,not_important
06FNvY2s,2,NIM_8,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/06FNvY2s/non-important-moments/2/NIM_8.mp4,not_important
pU7DyBbB,2,NIM_9,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/pU7DyBbB/non-important-moments/2/NIM_9.mp4,not_important
bBW7eQ6s,2,NIM_2,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/bBW7eQ6s/non-important-moments/2/NIM_2.mp4,not_important
W0KvTtjG,1,NIM_6,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/W0KvTtjG/non-important-moments/1/NIM_6.mp4,not_important
OtQpc975,2,NIM_1,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/non-important-moments/2/NIM_1.mp4,not_important
r9gYBR53,2,NIM_9,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/r9gYBR53/non-important-moments/2/NIM_9.mp4,not_important
G6wyC3XE,1,NIM_1,CORNER/THROW-IN,/home/eboccaletti/thesis_project/data/MOMENTS/G6wyC3XE/non-important-moments/1/NIM_1.mp4,not_important
Q3ZH0ngC,1,NIM_4,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/Q3ZH0ngC/non-important-moments/1/NIM_4.mp4,not_important
06FNvY2s,2,NIM_2,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/06FNvY2s/non-important-moments/2/NIM_2.mp4,not_important
8S0QVm38,1,NIM_3,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/8S0QVm38/non-important-moments/1/NIM_3.mp4,not_important
nwl9maEG,1,NIM_4,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/nwl9maEG/non-important-moments/1/NIM_4.mp4,not_important
viZQQvS2,1,NIM_9,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/viZQQvS2/non-important-moments/1/NIM_9.mp4,not_important
IcCSkl6F,1,NIM_1,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/IcCSkl6F/non-important-moments/1/NIM_1.mp4,not_important
8S0QVm38,2,NIM_5,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/8S0QVm38/non-important-moments/2/NIM_5.mp4,not_important
63fde7Re,2,NIM_2,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/63fde7Re/non-important-moments/2/NIM_2.mp4,not_important
ChTFpiaS,1,NIM_2,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/ChTFpiaS/non-important-moments/1/NIM_2.mp4,not_important
x2i73QnS,1,NIM_2,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/x2i73QnS/non-important-moments/1/NIM_2.mp4,not_important
ObsVrY4o,2,NIM_2,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/ObsVrY4o/non-important-moments/2/NIM_2.mp4,not_important
MV4UU7IE,2,NIM_5,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/MV4UU7IE/non-important-moments/2/NIM_5.mp4,not_important
W0KvTtjG,1,NIM_3,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/W0KvTtjG/non-important-moments/1/NIM_3.mp4,not_important
xpER1kZQ,1,NIM_5,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/xpER1kZQ/non-important-moments/1/NIM_5.mp4,not_important
reYzH7wg,2,NIM_5,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/reYzH7wg/non-important-moments/2/NIM_5.mp4,not_important
OziK3ff0,1,NIM_11,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/non-important-moments/1/NIM_11.mp4,not_important
bevos1dM,1,NIM_6,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/bevos1dM/non-important-moments/1/NIM_6.mp4,not_important
63fde7Re,1,NIM_3,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/63fde7Re/non-important-moments/1/NIM_3.mp4,not_important
rs1thcel,2,NIM_7,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/rs1thcel/non-important-moments/2/NIM_7.mp4,not_important
G6wyC3XE,1,NIM_1,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/G6wyC3XE/non-important-moments/1/NIM_1.mp4,not_important
OW4kbPoI,2,IM_3,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/OW4kbPoI/non-important-moments/2/IM_3.mp4,not_important
EPk1kLq4,1,NIM_5,SHOT-ON-TARGET,/home/eboccaletti/thesis_project/data/MOMENTS/EPk1kLq4/non-important-moments/1/NIM_5.mp4,not_important
