clip_id,group_idx,clip_name,event_type,mp4_path,label
8rg3jFcJ,2,IM_3,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/8rg3jFcJ/important-moments/2/IM_3.mp4,not_goal
ABcIbvu8,2,IM_1,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/ABcIbvu8/important-moments/2/IM_1.mp4,not_goal
ChTFpiaS,2,IM_7,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/ChTFpiaS/important-moments/2/IM_7.mp4,not_goal
E5X6KOII,2,IM_4,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/E5X6KOII/important-moments/2/IM_4.mp4,not_goal
G6wyC3XE,1,IM_3,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/G6wyC3XE/important-moments/1/IM_3.mp4,not_goal
G6wyC3XE,2,IM_1,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/G6wyC3XE/important-moments/2/IM_1.mp4,not_goal
G6wyC3XE,2,IM_4,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/G6wyC3XE/important-moments/2/IM_4.mp4,not_goal
G6wyC3XE,2,IM_5,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/G6wyC3XE/important-moments/2/IM_5.mp4,not_goal
IF9NUtVr,1,IM_4,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/IF9NUtVr/important-moments/1/IM_4.mp4,not_goal
OW4kbPoI,1,IM_3,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/OW4kbPoI/important-moments/1/IM_3.mp4,not_goal
OW4kbPoI,2,IM_3,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/OW4kbPoI/important-moments/2/IM_3.mp4,not_goal
OtQpc975,1,IM_2,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/OtQpc975/important-moments/1/IM_2.mp4,not_goal
OtQpc975,1,IM_3,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/OtQpc975/important-moments/1/IM_3.mp4,not_goal
OtQpc975,1,IM_6,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/OtQpc975/important-moments/1/IM_6.mp4,not_goal
OtQpc975,2,IM_9,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/OtQpc975/important-moments/2/IM_9.mp4,not_goal
Q3ZH0ngC,2,IM_6,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/Q3ZH0ngC/important-moments/2/IM_6.mp4,not_goal
Q3ZH0ngC,2,IM_7,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/Q3ZH0ngC/important-moments/2/IM_7.mp4,not_goal
UBdITpNb,2,IM_5,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/UBdITpNb/important-moments/2/IM_5.mp4,not_goal
UBdITpNb,2,IM_6,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/UBdITpNb/important-moments/2/IM_6.mp4,not_goal
ULTDmEW6,2,IM_6,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/2/IM_6.mp4,not_goal
UcZVYDFH,1,IM_15,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_15.mp4,not_goal
UcZVYDFH,1,IM_9,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/UcZVYDFH/important-moments/1/IM_9.mp4,not_goal
Yo4Xirtq,2,IM_3,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/Yo4Xirtq/important-moments/2/IM_3.mp4,not_goal
bZhxz4I5,1,IM_3,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/bZhxz4I5/important-moments/1/IM_3.mp4,not_goal
bks0kqIh,2,IM_1,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/bks0kqIh/important-moments/2/IM_1.mp4,not_goal
l0uNkr78,2,IM_10,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/l0uNkr78/important-moments/2/IM_10.mp4,not_goal
nsbnKlSp,2,IM_3,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/nsbnKlSp/important-moments/2/IM_3.mp4,not_goal
p2XBlEqT,2,IM_9,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/p2XBlEqT/important-moments/2/IM_9.mp4,not_goal
pOf6Wnwt,2,IM_10,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/pOf6Wnwt/important-moments/2/IM_10.mp4,not_goal
pl6mcTdq,1,IM_2,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/pl6mcTdq/important-moments/1/IM_2.mp4,not_goal
r9gYBR53,2,IM_4,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/r9gYBR53/important-moments/2/IM_4.mp4,not_goal
reYzH7wg,1,IM_2,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/reYzH7wg/important-moments/1/IM_2.mp4,not_goal
rs1thcel,1,IM_7,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/rs1thcel/important-moments/1/IM_7.mp4,not_goal
tE2Jn2J8,2,IM_1,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/tE2Jn2J8/important-moments/2/IM_1.mp4,not_goal
vXz1jGnl,2,IM_2,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/vXz1jGnl/important-moments/2/IM_2.mp4,not_goal
vXz1jGnl,2,IM_3,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/vXz1jGnl/important-moments/2/IM_3.mp4,not_goal
x2i73QnS,2,IM_4,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/x2i73QnS/important-moments/2/IM_4.mp4,not_goal
x2i73QnS,2,IM_5,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/x2i73QnS/important-moments/2/IM_5.mp4,not_goal
xlO2e2Ra,2,IM_6,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/xlO2e2Ra/important-moments/2/IM_6.mp4,not_goal
xpER1kZQ,1,IM_5,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/xpER1kZQ/important-moments/1/IM_5.mp4,not_goal
xx6GTsEM,1,IM_1,other_im,/Users/e.boccaletti/Documents/GitHub/thesis_vlm_mechanistic_interpretability/thesis_project/data/MOMENTS/xx6GTsEM/important-moments/1/IM_1.mp4,not_goal
